Key,SourceString,Comment
WinLoseScreen_WinReason_DefeatRebels,"All Rebels have been defeated.",
WinLoseScreen_LoseTitle,"Game Over",
WinLoseScreen_LoseReason_HQDestroyed,"The Headquarters has been destroyed",
WinLoseScreen_LoseReason_NoWorkersLeft,"No workers left",
WinLoseScreen_MarketCap,"Market Cap",
WinLoseScreen_MarketCapFormat,"{MarketCap} Million Credits",
WinLoseScreen_Playtime,"Game time",
WinLoseScreen_RealTime,"Real time",
WinLoseScreen_GameMode,"Game Mode",
WinLoseScreen_CorporationName,"Corporation",
WinLoseScreen_Faction,"Faction",
WinLoseScreen_Difficulty,"Difficulty",
WinLoseScreen_Location,"Location",
WinLoseScreen_HardcoreMode,"Hardcore Mode",
WinLoseScreen_ShowDetailsButton,"Details",
WinLoseScreen_HideDetailsButton,"Hide",
WinLoseScreen_ContinueQuestion,"Continue in Endless Mode?",
WinLoseScreen_ContinueButton,"Continue",
WinLoseScreen_QuitButton,"Quit to Main Menu",
WinLoseDetails_Title,"Market Cap Details",
WinLoseDetails_minerals,"Minerals",
WinLoseDetails_isotopes,"Isotopes",
WinLoseDetails_waste,"Waste",
WinLoseDetails_redTech,"Artifacts",
WinLoseDetails_credits,"Credits",
WinLoseDetails_influence,"Influence",
WinLoseDetails_time,"Time",
WinLoseDetails_storage,"Storage",
WinLoseDetails_pollution,"Pollution",
WinLoseDetails_workers,"Employees",
WinLoseDetails_citizens,"Population",
WinLoseDetails_rebelTiles,"Rebel Buildings",
WinLoseDetails_total,"Market Cap",
PollutionIndicator_Level0,"Dangerous",
PollutionIndicator_Level0_Tooltip,"Pollution level: *Dangerous*\nPopulation will become sick and die.",
PollutionIndicator_Level1,"Poor",
PollutionIndicator_Level1_Tooltip,"Pollution level: *Poor*\nPopulation will be negatively affected.",
PollutionIndicator_Level2,"OK",
PollutionIndicator_Level2_Tooltip,"Pollution level: *Moderate*\nIt's a smoggy day in paradise.",
PollutionIndicator_Level3,"Good",
PollutionIndicator_Level3_Tooltip,"Pollution level: *Good*\nA little bit of smog never hurt anybody.",
UILog_Population_Converted,"1 new Employee converted",
UILog_Migrant10,"New migrants will arrive in *10 hours*.",
UILog_Migrant5,"New migrants will arrive in *5 hours*.",
UILog_Migrant1,"New migrants will arrive in *1 hour*.",
UILog_MigrantBiddingOpen,"Migrant bidding open.",
UILog_MigrantBiddingClosed,"Migrant bidding closed.",
UILog_BuildingConstructionComplete,"*{Building}* building construction complete",
UILog_BuildingUpgradeComplete,"*{Building}* building upgrade complete",
UILog_BuildingJoinComplete,"*{Building}* building joining complete",
UILog_DeviceConstructionComplete,"*{Device}* Device construction complete",
UILog_NotEnoughResources,"Not enough resources to complete that action",
UILog_MigrantAuctionWon,"Bid on '{ShipName}' was *successful*!",
UILog_MigrantAuctionLost,"Bid on '{ShipName}' was unsuccessful. The Council returns your bid of {Bid} influence.",
UILog_BuildingSurveyComplete_None,"Survey complete. Discovered *{Building}* contains nothing.",
UILog_BuildingSurveyComplete_Resources,"Survey complete. Discovered *{Building}* contains {Resources}.",
UILog_BuildingSurveyComplete_Tech,"Survey complete. Discovered *{Building}* contains {TechAmount} {TechType}.",
UILog_BuildingDismantleComplete_FoundResources,"Finished salvaging *{Building}*, gained {Resources}",
UILog_BuildingDismantleComplete_NoResources,"Finished salvaging *{Building}*, but *No Resources* were found.",
UILog_BuildingDestroyComplete,"Finished destroying *{Building}*, gained no resources.",
UILog_BuildingStudyComplete_FoundTech,"Finished studying *{Building}*, gained *{TechAmount} {TechType}*.",
UILog_BuildingStudyComplete_NoTech,"Finished studying *{Building}*, but no *Artifacts* were found.",
UILog_Council_BuyMinerals,"Exchanged {Influence} Influence with the *Council* for {Amount} Minerals",
UILog_Council_BuyIsotopes,"Exchanged {Influence} Influence with the *Council* for {Amount} Isotopes",
UILog_Council_SellMinerals,"Exchanged {Amount} Minerals with the Council for {Influence}.",
UILog_Council_SellIsotopes,"Exchanged {Amount} Isotopes with the Council for {Influence}.",
UIEventLog_Dialog_Tooltip,"*Right-click* to dismiss.",
UIEventLog_Resources_Tooltip,"*Left-click* to go to Ruins, *Right-click* to dismiss.",
UIEventLog_Resources_SurveyComplete,"Survey Complete",
UIEventLog_Resources_RedTechTitle,"*Red Artifact* discovered!",
UIEventLog_Resources_RedTechDescription,"*Extract* to acquire the discovered artifact.",
UIEventLog_Resources_MineralsTitle,"*Minerals* discovered!",
UIEventLog_Resources_MineralsDescription,"*Salvage* to acquire the discovered resources.",
UIEventLog_Resources_IsotopesTitle,"*Isotopes* discovered!",
UIEventLog_Resources_IsotopesDescription,"*Salvage* to acquire the discovered resources.",
UIEventLog_StartCombat_Title,"Pay War Bond?",
UIEventLog_StartCombat_Description,"One of your ships, *{PlayerShipName}* is within range of *{EnemyShipName}*. Do you wish to pay the required *War Bond* and begin combat?",
UIEventLog_StartCombat_ViewCombatButtonLabel,"View Combat",
UIEventLog_StartCombat_Vs,"Vs.",
UIEventLog_PlayAudioButtonLabel,"Play Audio",
UIEventLog_PauseAudioButtonLabel,"Pause Audio",
UIEventLog_ReplayAudioButtonLabel,"Replay Audio",
UIEventLog_ExpandButtonLabel,"Expand",
UIEventLog_GoToLocationButtonLabel,"Go to location",
UIEventLog_Test_Title,"A test event",
UIEventLog_Test_Subtitle,"Just testing...",
UIEventLog_Test_Body,"Nam id efficitur lectus. Nullam arcu libero, tempus ac faucibus id, tincidunt vel justo. Maecenas eu hendrerit leo. Quisque a felis interdum, ultricies purus quis, rhoncus lorem. Nulla sodales sapien non dui euismod malesuada. Nullam tincidunt sapien gravida tortor porta, sed fermentum augue auctor. Donec sed diam magna. Praesent consectetur nisl suscipit rhoncus vehicula. Integer eleifend tellus et libero varius, id finibus risus vestibulum. Aliquam erat volutpat. Sed aliquet tortor quis nisl blandit malesuada. Integer nunc elit, molestie non convallis suscipit, lacinia interdum dolor. Proin commodo orci vitae enim posuere, viverra euismod leo facilisis.",
UIEventLog_Tutorial_Tip,"New Directive!",
UIEventLog_Tutorial_Skip,"Skip Step",
UIEventLog_Tutorial_SkipAll,"Skip all tutorials",
UIEventLog_Tutorial_Complete,"Complete",
UIEventLog_EndlessInfo_RebelCampsLeft,"Rebel Camps Left",
UIEventLog_EndlessInfo_RebelCampsLeftFormat,"{Number} {Number}|plural(one=Camp,other=Camps)",
UIEventLog_EndlessInfo_NextWave,"Next Enemy Attack",
UIEventLog_EndlessInfo_AttackActive,"Incoming",
UIEventLog_PopulationDiedFormat,"Citizen {Name} died",
UIEventLog_ManyPopulationDiedFormat,"{Number} Citizens died",
UIEventLog_WorkerDiedFormat,"Employee {Name} died",
UIEventLog_ManyWorkerDiedFormat,"{Number} Workers died",
TimeFormat_DaysAgoShort,"{Day}d ago",
TimeFormat_HoursAgoShort,"{Hour}h ago",
TimeFormat_MinutesAgoShort,"{Minute}m ago",
TimeFormat_Now,"now",
GridNumber_0_Name,"Grid #1",
GridNumber_1_Name,"Grid #2",
GridNumber_2_Name,"Grid #3",
GridNumber_3_Name,"Grid #4",
GridNumber_4_Name,"Grid #5",
GridNumber_5_Name,"Grid #6",
GridNumber_6_Name,"Grid #7",
GridNumber_7_Name,"Grid #8",
GridNumber_8_Name,"Grid #9",
GridNumber_9_Name,"Grid #10",
GridNumber_10_Name,"Grid #11",
GridNumber_11_Name,"Grid #12",
GridNumber_12_Name,"Grid #13",
GridNumber_13_Name,"Grid #14",
GridNumber_14_Name,"Grid #15",
GridNumber_15_Name,"Grid #16",
GridNumber_16_Name,"Grid #17",
GridNumber_17_Name,"Grid #18",
GridNumber_18_Name,"Grid #19",
GridNumber_19_Name,"Grid #20",
GridNumber_20_Name,"Grid #21",
GridNumber_21_Name,"Grid #22",
GridNumber_22_Name,"Grid #23",
GridNumber_23_Name,"Grid #24",
BugReporter_Title,"Bug Report Form",
BugReporter_CrashTitle,"Crash Reporter",
BugReporter_Description,"Thank you for taking the time to submit a bug or feedback. We read all comments!",
BugReporter_CrashBody,"It looks like Industries of Titan did not close cleanly, sending us the save data from your playthrough would help us identify the bug.",
BugReporter_Optional,"(Optional)",
BugReporter_Comment,"Comment:",
BugReporter_CommentTooltip,"Please describe the bug or feature.",
BugReporter_UserID,"User ID:",
BugReporter_UserIDTooltip,"If you would like us to contact you or follow up with you, please fill out your forum username, discord username or email address.",
BugReporter_ReportType,"Report Type:",
BugReporter_IsBugButtonLabel,"Bug",
BugReporter_IsFeedbackButtonLabel,"Feedback",
BugReporter_Severity,"Severity:",
BugReporter_ReportID,"Report ID, send this to QA so they can track your bug report.",
BugReporter_SendingReport,"Sending Report",
BugReporter_Success,"Report received!\nThanks!",
BugReporter_Fail,"Report submission failed.\nPlease try again later.",
BugReporter_SendButtonLabel,"Send",
BugReporter_CancelButtonLabel,"Cancel",
BugReporter_IncludeScreenshotLabel,"Attach screenshot",
BugReporter_RetakeScreenshotLabel,"Retake screenshot",
BugReporter_IncludeSaveDataLabel,"Attach save data",
BugReporter_OpenSaveDir,"Show Save Dir",
BugReporter_AttachQuestionTitle,"Attach Save Data?",
BugReporter_AttachQuestion,"Providing your save-game data to the team at Brace Yourself Games will make it much easier for us to track down bugs! Are you ok with sending your save-game data along with this report?",
BugReporter_AttachConfirm,"Yes",
BugReporter_AttachDeny,"No",
TestExample,"Example text for merging",
MusicPlayer_HUDButtonTooltip,"Music Player",
MusicPlayer_NowPlaying,"Now Playing",
MusicPlayer_PlaylistAutomatic,"Automatic",
MusicPlayer_PlaylistManual,"Manual",
MusicPlayer_PreviousTrackTooltip,"Previous track",
MusicPlayer_NextTrackTooltip,"Next track",
MusicPlayer_PlayTooltip,"Play",
MusicPlayer_PauseTooltip,"Pause",
MusicPlayer_ShuffleTooltip,"Shuffle",
MusicPlayer_RepeatOneTooltip,"Repeat",
MusicPlayer_VolumeTooltip,"Volume",
MusicPlayer_PlayingTrackFormat,"{Number} - {Name}",
MusicPlayer_ListTrackFormat,"{Number} - {Name} - {Duration}",
MusicPlayer_UnderAttack,"Under Attack!",
MusicPlayer_MusicPlayerDisabled,"Music player jammed!",
MusicPlayer_Silence,"Silence",
Research_BuildBuildingTrigger,"Build {Building} to unlock",
PhotoMode_Title,"Photo Mode",
PhotoMode_Filters,"Filters",
PhotoMode_FieldOfView,"Field of View",
PhotoMode_Exposure,"Exposure",
PhotoMode_Contrast,"Contrast",
PhotoMode_Temperature,"Temperature",
PhotoMode_Tint,"Tint",
PhotoMode_Saturation,"Saturation",
PhotoMode_InsertFOV,"Insert FOV",
PhotoMode_TakePhotos,"Take Photos",
PhotoMode_ResetCamera,"Reset Camera",
PhotoMode_ResetEffects,"Reset Effects",
PhotoMode_TakeShot,"Take Shot",
PhotoMode_OpenViewer,"Open Viewer",
PhotoMode_Back,"Back",
PhotoMode_BasicControlsTitle,"Photo Mode Controls",
PhotoMode_BasicControls,"*Enter/Space*: Take Screenshot\n*Esc/Backspace*: Exit Photo Mode\n*R*: Reset Camera\n*V*: Enter Viewer",
PhotoMode_CameraControlsTitle,"Camera Controls",
PhotoMode_CameraControls,"*Left mouse button*: Rotate camera\n*Middle mouse wheel*: Zoom in/out\n*WASD/Arrows*: Pan camera\n*Q/E*: Vertical movement",
Photomode_ViewPhotos,"View Photos",
Photomode_NoImages,"No Images Available",
Photomode_HideUI,"Hide UI",
Photomode_ShowUI,"Show UI",
EBYGCanEnterResult_NonFunctional,"Cannot enter offline building.",
EBYGCanEnterResult_CannotSupportMoreShips,"Cannot support more ships. Build additional *Shipyards*.",
EBYGCanEnterResult_ShipLaunchInProgress,"Ship launch in progress.",
